movie_id,adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job
2,False,2,16767,Directing,Aki Kaurismäki,Aki Kaurismäki,4.373,/q6o8qW91GN0zqMmxhSxruLyDwbz.jpg,52fe420dc3a36847f8000025,Directing,Director
3,False,2,16767,Directing,Aki Kaurismäki,Aki Kaurismäki,4.373,/q6o8qW91GN0zqMmxhSxruLyDwbz.jpg,52fe420dc3a36847f8000071,Directing,Director
5,False,1,3110,Directing,Allison Anders,Allison Anders,1.819,/ln8nIx6UjxpMLVQlStCJpx6fyL7.jpg,52fe420dc3a36847f800012d,Directing,Director
5,False,2,2294,Directing,Robert Rodriguez,Robert Rodriguez,11.56,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,52fe420dc3a36847f8000139,Directing,Director
5,False,2,138,Directing,Quentin Tarantino,Quentin Tarantino,20.868,/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,52fe420dc3a36847f800013f,Directing,Director
6,False,2,2042,Directing,Stephen Hopkins,Stephen Hopkins,5.319,/9xjYIKLW7Ylse206sMmiDDdUz66.jpg,52fe420dc3a36847f800023d,Directing,Director
8,False,0,34833,Directing,Timo Novotny,Timo Novotny,0.6,,52fe420dc3a36847f80002f1,Directing,Director
9,False,1,914,Directing,Anna Haas,Anna Haas,0.6,,52fe420dc3a36847f800033d,Directing,Director
11,False,2,1,Directing,George Lucas,George Lucas,11.733,/WCSZzWdtPmdRxH9LUCVi2JPCSJ.jpg,5e85e7e298f1f10014ab3e74,Directing,Director
13,False,2,24,Directing,Robert Zemeckis,Robert Zemeckis,14.627,/lPYDQ5LYNJ12rJZENtyASmVZ1Ql.jpg,52fe420ec3a36847f800072d,Directing,Director
14,False,2,39,Directing,Sam Mendes,Sam Mendes,10.5,/5z89X9rB76JDblqMQ52fviwXxAN.jpg,52fe420ec3a36847f80007c5,Directing,Director
15,False,2,40,Directing,Orson Welles,Orson Welles,9.453,/e9lGmqQq3EsHeUQgQLByo275hcc.jpg,52fe420ec3a36847f8000885,Directing,Director
16,False,2,42,Directing,Lars von Trier,Lars von Trier,11.035,/7y1zOCOGb9ePiWt2SqZPnr13X3g.jpg,52fe420ec3a36847f8000981,Directing,Director
17,False,2,43,Directing,John Fawcett,John Fawcett,1.954,/ArR5IXmo5yqjH4I6kcO9W5u9rDC.jpg,52fe420fc3a36847f8000a7f,Directing,Director
18,False,2,59,Directing,Luc Besson,Luc Besson,14.371,/dXJdczT1NcvcZtnoWVGT0NmG11v.jpg,52fe420fc3a36847f8000b43,Directing,Director
19,False,2,68,Directing,Fritz Lang,Fritz Lang,7.69,/z02YZggZD0YP7nBG5PGHZncacXm.jpg,52fe420fc3a36847f8000c61,Directing,Director
20,False,1,90,Directing,Isabel Coixet,Isabel Coixet,2.951,/s2Hspn17nOf6LIuVrULvV3OOiX0.jpg,52fe420fc3a36847f8000d1d,Directing,Director
21,False,2,86,Directing,Bruce Brown,Bruce Brown,0.6,,52fe420fc3a36847f8000dc1,Directing,Director
22,False,2,1704,Directing,Gore Verbinski,Gore Verbinski,5.052,/rSQRdmLNAwdKxrtvBSSlBmWeSsj.jpg,52fe420fc3a36847f8000ea9,Directing,Director
24,False,2,138,Directing,Quentin Tarantino,Quentin Tarantino,20.868,/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,5e840eeee38bd80013aa8ae1,Directing,Director
25,False,2,39,Directing,Sam Mendes,Sam Mendes,10.5,/5z89X9rB76JDblqMQ52fviwXxAN.jpg,52fe4210c3a36847f8001115,Directing,Director
26,False,2,160,Directing,Eytan Fox,Eytan Fox,0.84,/bT2m74x9nV8PTYrbwf42V3mpQxH.jpg,52fe4210c3a36847f80011b1,Directing,Director
27,False,2,172,Directing,Michael Winterbottom,Michael Winterbottom,4.193,/r4cpuukDMG3xLS8tEaTV7X2IxnO.jpg,52fe4210c3a36847f8001217,Directing,Director
28,False,2,1776,Directing,Francis Ford Coppola,Francis Ford Coppola,8.968,/mGKkVp3l9cipPt10AqoQnwaPrfI.jpg,52fe4210c3a36847f80012c7,Directing,Director
35,False,2,197,Directing,David Silverman,David Silverman,3.067,/rfbJ0PUQsdggzWlLCdjdywDA7VV.jpg,52fe4211c3a36847f8001521,Directing,Director
38,False,2,201,Directing,Michel Gondry,Michel Gondry,6.214,/1IAnVsl8JgHpUirBXpsbLlWyS1y.jpg,52fe4211c3a36847f800166f,Directing,Director
55,False,2,223,Directing,Alejandro González Iñárritu,Alejandro González Iñárritu,7.378,/qWrltG9e0ssM3Y9pF86EAgteKHu.jpg,52fe4211c3a36847f800173d,Directing,Director
58,False,2,1704,Directing,Gore Verbinski,Gore Verbinski,5.052,/rSQRdmLNAwdKxrtvBSSlBmWeSsj.jpg,52fe4211c3a36847f800182d,Directing,Director
59,False,2,224,Directing,David Cronenberg,David Cronenberg,11.593,/kLHnBnUomcH96PdLRBnuZUzRoY1.jpg,52fe4212c3a36847f8001923,Directing,Director
62,False,2,240,Directing,Stanley Kubrick,Stanley Kubrick,16.201,/yFT0VyIelI9aegZrsAwOG5iVP4v.jpg,5e8354893344c600182bbb4d,Directing,Director
63,False,2,280,Directing,Terry Gilliam,Terry Gilliam,12.027,/kODccJVnrt4ioPbJVEnkkKPHbG7.jpg,52fe4212c3a36847f8001ac7,Directing,Director
64,False,2,309,Directing,Pedro Almodóvar,Pedro Almodóvar,5.014,/dKlaXJk3NLcsC1CKMx6xmyW5BZD.jpg,52fe4212c3a36847f8001b99,Directing,Director
65,False,2,323,Directing,Curtis Hanson,Curtis Hanson,1.892,/1ht0tJ0Icxc134W3ZpcGtwMtNLA.jpg,5e9253bcd55e4d00151827fe,Directing,Director
67,False,2,357,Directing,Hany Abu-Assad,Hany Abu-Assad,2.102,/y4k7lPSbzJRraN7RhDbgyRcuoSo.jpg,52fe4212c3a36847f8001da1,Directing,Director
68,False,2,280,Directing,Terry Gilliam,Terry Gilliam,12.027,/kODccJVnrt4ioPbJVEnkkKPHbG7.jpg,52fe4213c3a36847f8001e6d,Directing,Director
69,False,2,366,Directing,James Mangold,James Mangold,14.195,/pk0GDjn99crNwR4qgCCEokDYd71.jpg,52fe4213c3a36847f8001f3f,Directing,Director
71,False,2,468,Directing,Stephen Daldry,Stephen Daldry,2.698,/ihO5E6U4yR7gPvZpeC5fbAu9WG2.jpg,52fe4213c3a36847f80020eb,Directing,Director
73,False,2,814,Directing,Tony Kaye,Tony Kaye,1.953,/5FMrsJ6yDbA3JccaFAKpGk5s6MR.jpg,52fe4213c3a36847f8002177,Directing,Director
74,False,2,488,Directing,Steven Spielberg,Steven Spielberg,37.943,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,52fe4213c3a36847f8002225,Directing,Director
75,False,2,510,Directing,Tim Burton,Tim Burton,15.15,/oWZDgLRr4zgRiJEsOAtgntPd5bI.jpg,52fe4214c3a36847f80022eb,Directing,Director
76,False,2,564,Directing,Richard Linklater,Richard Linklater,1.832,/wNijRefhQCp0BkNqM5qhhdazDgx.jpg,52fe4214c3a36847f80023e1,Directing,Director
77,False,2,525,Directing,Christopher Nolan,Christopher Nolan,20.91,/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,5e83ad65e33f83001435a709,Directing,Director
78,False,2,578,Directing,Ridley Scott,Ridley Scott,11.865,/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg,52fe4214c3a36847f8002595,Directing,Director
79,False,2,607,Directing,Zhang Yimou,Zhang Yimou,4.793,/uU5vECl94jDQYjiRk4eOpVRMEi9.jpg,52fe4214c3a36847f8002709,Directing,Director
80,False,2,564,Directing,Richard Linklater,Richard Linklater,1.832,/wNijRefhQCp0BkNqM5qhhdazDgx.jpg,52fe4214c3a36847f8002743,Directing,Director
81,False,2,608,Directing,Hayao Miyazaki,Hayao Miyazaki,11.376,/mG3cfxtA5jqDc7fpKgyzZMKoXDh.jpg,52fe4215c3a36847f8002815,Directing,Director
82,False,2,638,Directing,Michael Mann,Michael Mann,10.76,/1nRqwMyQuCkvNPAzDY5oOSfGZ6b.jpg,53e53d870e0a2628d1000034,Directing,Director
83,False,2,640,Directing,Chris Kentis,Chris Kentis,0.6,,52fe4215c3a36847f8002991,Directing,Director
85,False,2,488,Directing,Steven Spielberg,Steven Spielberg,37.943,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,52fe4215c3a36847f8002a01,Directing,Director
86,False,2,672,Directing,Oskar Roehler,Oskar Roehler,1.407,/jqAQDH19vOQU5crqqTn3OY6mWa6.jpg,52fe4215c3a36847f8002af7,Directing,Director
87,False,2,488,Directing,Steven Spielberg,Steven Spielberg,37.943,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,52fe4215c3a36847f8002bf9,Directing,Director
88,False,2,716,Directing,Emile Ardolino,Emile Ardolino,4.693,/zWQ87XisfPtlSHjnfl9XMCYZcu6.jpg,52fe4215c3a36847f8002ced,Directing,Director
89,False,2,488,Directing,Steven Spielberg,Steven Spielberg,37.943,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,52fe4216c3a36847f8002df5,Directing,Director
90,False,2,769,Directing,Martin Brest,Martin Brest,4.495,/bqR72AZbmi0CnLarTpOv9YA9IzG.jpg,52fe4216c3a36847f8002ee7,Directing,Director
91,False,2,793,Directing,Luis Buñuel,Luis Buñuel,5.51,/a7wib1eRG6TyonDXpAbF7PZd0f8.jpg,52fe4216c3a36847f8002f91,Directing,Director
92,False,2,801,Directing,Michael Glawogger,Michael Glawogger,0.84,/bYkuAISIwtWAbOuFA8wnKiHhscE.jpg,52fe4216c3a36847f8002fdd,Directing,Director
93,False,2,834,Directing,Otto Preminger,Otto Preminger,2.039,/zmJuWBIbWURkB138eD9IPVzpAUt.jpg,52fe4216c3a36847f8003051,Directing,Director
94,False,0,836,Directing,André F. Nebe,André F. Nebe,0.6,,52fe4216c3a36847f80030d7,Directing,Director
96,False,2,893,Directing,Tony Scott,Tony Scott,9.077,/zEEbiNa8Pqw3U6pZ8Z2y3dlJJnC.jpg,52fe4216c3a36847f800324b,Directing,Director
97,False,2,12859,Directing,Steven Lisberger,Steven Lisberger,1.708,/oyYWTrnNthn5l6rbR55oURe7D0t.jpg,52fe4217c3a36847f800334b,Directing,Director
98,False,2,578,Directing,Ridley Scott,Ridley Scott,11.865,/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg,52fe4217c3a36847f800340d,Directing,Director
99,False,2,309,Directing,Pedro Almodóvar,Pedro Almodóvar,5.014,/dKlaXJk3NLcsC1CKMx6xmyW5BZD.jpg,52fe4217c3a36847f80034e9,Directing,Director
100,False,2,956,Directing,Guy Ritchie,Guy Ritchie,31.389,/9pLUnjMgIEWXi0mlHYzie9cKUTD.jpg,52fe4217c3a36847f80035c1,Directing,Director
101,False,2,59,Directing,Luc Besson,Luc Besson,14.371,/dXJdczT1NcvcZtnoWVGT0NmG11v.jpg,5e92548e84448e001a8f01dd,Directing,Director
102,False,1,1011,Directing,Susanne Bier,Susanne Bier,1.697,/tVp2J7hMAgJnaXtQojFN3VTVYaY.jpg,52fe4217c3a36847f8003701,Directing,Director
103,False,2,1032,Directing,Martin Scorsese,Martin Scorsese,14.303,/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg,5f0b95065e12000035e5ea84,Directing,Director
104,False,2,1071,Directing,Tom Tykwer,Tom Tykwer,2.892,/cu7F4AulzRbj0dZH9s5pRM61w64.jpg,52fe4218c3a36847f80038ab,Directing,Director
105,False,2,24,Directing,Robert Zemeckis,Robert Zemeckis,14.627,/lPYDQ5LYNJ12rJZENtyASmVZ1Ql.jpg,52fe4218c3a36847f80039c7,Directing,Director
106,False,2,1090,Directing,John McTiernan,John McTiernan,7.088,/yVfDkVbgQHD1A7JSV8Z47EjB1mU.jpg,52fe4218c3a36847f8003b0d,Directing,Director
107,False,2,956,Directing,Guy Ritchie,Guy Ritchie,31.389,/9pLUnjMgIEWXi0mlHYzie9cKUTD.jpg,52fe4218c3a36847f8003bb9,Directing,Director
108,False,2,1126,Directing,Krzysztof Kieślowski,Krzysztof Kieślowski,4.378,/8wxPNOV9dg7EDHAFrRdJf6BitMl.jpg,52fe4219c3a36847f8003ca7,Directing,Director
109,False,2,1126,Directing,Krzysztof Kieślowski,Krzysztof Kieślowski,4.378,/8wxPNOV9dg7EDHAFrRdJf6BitMl.jpg,52fe4219c3a36847f8003d27,Directing,Director
110,False,2,1126,Directing,Krzysztof Kieślowski,Krzysztof Kieślowski,4.378,/8wxPNOV9dg7EDHAFrRdJf6BitMl.jpg,52fe4219c3a36847f8003d81,Directing,Director
111,False,2,1150,Directing,Brian De Palma,Brian De Palma,9.024,/4xleWFdhtVC7faer6Ru2eyEgfTv.jpg,52fe4219c3a36847f8003e1f,Directing,Director
112,False,1,1176,Directing,Lone Scherfig,Lone Scherfig,1.696,/oYkh2tQyqQaZQl1cOZFdEo3ikEN.jpg,52fe4219c3a36847f8003ee7,Directing,Director
113,False,2,1188,Directing,Kim Ki-duk,Kim Ki-duk,2.975,/jvDwwSEtcPfxcUB1NlLbMHFB5ze.jpg,52fe4219c3a36847f8003f91,Directing,Director
115,False,2,1223,Directing,Joel Coen,Joel Coen,4.395,/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,52fe4219c3a36847f80040f1,Directing,Director
115,False,2,1224,Directing,Ethan Coen,Ethan Coen,8.437,/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,641003d8b42242007d719126,Directing,Director
116,False,2,1243,Directing,Woody Allen,Woody Allen,15.661,/wcPQgZLDibuej1RwNTy1R2U2ZJw.jpg,52fe421ac3a36847f80041b9,Directing,Director
117,False,2,1150,Directing,Brian De Palma,Brian De Palma,9.024,/4xleWFdhtVC7faer6Ru2eyEgfTv.jpg,52fe421ac3a36847f800423d,Directing,Director
118,False,2,510,Directing,Tim Burton,Tim Burton,15.15,/oWZDgLRr4zgRiJEsOAtgntPd5bI.jpg,52fe421ac3a36847f80042fb,Directing,Director
120,False,2,108,Directing,Peter Jackson,Peter Jackson,13.115,/bNc908d59Ba8VDNr4eCcm4G1cR.jpg,52fe421ac3a36847f80043ef,Directing,Director
121,False,2,108,Directing,Peter Jackson,Peter Jackson,13.115,/bNc908d59Ba8VDNr4eCcm4G1cR.jpg,5e92565e8e87020016cb232d,Directing,Director
122,False,2,108,Directing,Peter Jackson,Peter Jackson,13.115,/bNc908d59Ba8VDNr4eCcm4G1cR.jpg,52fe421bc3a36847f80046b7,Directing,Director
123,False,2,16384,Directing,Ralph Bakshi,Ralph Bakshi,2.088,/5NxhYnuED0Jz0lLFSGBUOhM2SDx.jpg,52fe421bc3a36847f8004815,Directing,Director
124,False,2,1126,Directing,Krzysztof Kieślowski,Krzysztof Kieślowski,4.378,/8wxPNOV9dg7EDHAFrRdJf6BitMl.jpg,52fe421bc3a36847f8004865,Directing,Director
125,False,2,1126,Directing,Krzysztof Kieślowski,Krzysztof Kieślowski,4.378,/8wxPNOV9dg7EDHAFrRdJf6BitMl.jpg,52fe421bc3a36847f80048a7,Directing,Director
126,False,2,1126,Directing,Krzysztof Kieślowski,Krzysztof Kieślowski,4.378,/8wxPNOV9dg7EDHAFrRdJf6BitMl.jpg,52fe421bc3a36847f80048c5,Directing,Director
127,False,2,1126,Directing,Krzysztof Kieślowski,Krzysztof Kieślowski,4.378,/8wxPNOV9dg7EDHAFrRdJf6BitMl.jpg,52fe421bc3a36847f8004909,Directing,Director
128,False,2,608,Directing,Hayao Miyazaki,Hayao Miyazaki,11.376,/mG3cfxtA5jqDc7fpKgyzZMKoXDh.jpg,52fe421bc3a36847f8004995,Directing,Director
129,False,2,608,Directing,Hayao Miyazaki,Hayao Miyazaki,11.376,/mG3cfxtA5jqDc7fpKgyzZMKoXDh.jpg,52fe421bc3a36847f8004a8d,Directing,Director
132,False,2,1418,Directing,Albert Maysles,Albert Maysles,2.268,/dlel1CxK3lhhZt3inUjOpMQo8A.jpg,52fe421bc3a36847f8004b7f,Directing,Director
132,False,1,1477,Directing,Charlotte Zwerin,Charlotte Zwerin,0.6,/bVaXLZwU2lrs0zRqYyHQ5fFW7dp.jpg,52fe421cc3a36847f8004c2f,Directing,Director
132,False,2,139002,Directing,David Maysles,David Maysles,0.6,/7IDRKcdjutXI7VjuAKo5iWvrSZC.jpg,52fe421cc3a36847f8004c3f,Directing,Director
134,False,2,1223,Directing,Joel Coen,Joel Coen,4.395,/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,52fe421cc3a36847f8004cc1,Directing,Director
134,False,2,1224,Directing,Ethan Coen,Ethan Coen,8.437,/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,64100417323eba00c5eb96d1,Directing,Director
135,False,2,21113,Directing,D. A. Pennebaker,D. A. Pennebaker,1.415,/ck0VifZWw8Z0mOR7Usx3LlmuSX9.jpg,52fe421cc3a36847f8004dc1,Directing,Director
136,False,2,1496,Directing,Tod Browning,Tod Browning,2.321,/9iVkFjCS86V1UzcBERvHFjT58RC.jpg,52fe421cc3a36847f8004e03,Directing,Director
137,False,2,1524,Directing,Harold Ramis,Harold Ramis,13.233,/kmTMTxthkDAsygk3Am4IUSVYYRi.jpg,52fe421cc3a36847f8004ec7,Directing,Director
138,False,2,1496,Directing,Tod Browning,Tod Browning,2.321,/9iVkFjCS86V1UzcBERvHFjT58RC.jpg,52fe421dc3a36847f8004fb7,Directing,Director
139,False,2,1558,Directing,Søren Kragh-Jacobsen,Søren Kragh-Jacobsen,0.6,/6xnfFo4wbM4slCP2qMcFjG3Jtvf.jpg,52fe421dc3a36847f800505f,Directing,Director
140,False,2,309,Directing,Pedro Almodóvar,Pedro Almodóvar,5.014,/dKlaXJk3NLcsC1CKMx6xmyW5BZD.jpg,52fe421dc3a36847f800510f,Directing,Director
142,False,2,1614,Directing,Ang Lee,Ang Lee,10.104,/jrmdsPZI5WT4rmOl20Gb1Y2femb.jpg,52fe421dc3a36847f80052dd,Directing,Director
143,False,2,2000,Directing,Lewis Milestone,Lewis Milestone,1.117,/zcbvWlJTkFcVJ86Yjsvx82Mjgul.jpg,52fe421dc3a36847f8005383,Directing,Director
144,False,2,2303,Directing,Wim Wenders,Wim Wenders,6.689,/AbqrYglSgaMfetQAeqdHaqiPSof.jpg,52fe421ec3a36847f8005437,Directing,Director
145,False,2,42,Directing,Lars von Trier,Lars von Trier,11.035,/7y1zOCOGb9ePiWt2SqZPnr13X3g.jpg,52fe421ec3a36847f80054e5,Directing,Director
146,False,2,1614,Directing,Ang Lee,Ang Lee,10.104,/jrmdsPZI5WT4rmOl20Gb1Y2femb.jpg,52fe421ec3a36847f80055a7,Directing,Director
147,False,2,1650,Directing,François Truffaut,François Truffaut,5.383,/23ZfIWLdmTVVeGu6OYNGEAUEtdS.jpg,52fe421ec3a36847f8005651,Directing,Director
148,False,1,90,Directing,Isabel Coixet,Isabel Coixet,2.951,/s2Hspn17nOf6LIuVrULvV3OOiX0.jpg,52fe421ec3a36847f80056f7,Directing,Director
150,False,2,1723,Directing,Walter Hill,Walter Hill,7.384,/eKJx8RBzMBQrtf98B9CxrikdOKN.jpg,52fe421ec3a36847f80058d9,Directing,Director
152,False,2,1744,Directing,Robert Wise,Robert Wise,5.266,/pRnAp3MY6SiupwRHLHXjsW6FhuA.jpg,52fe421fc3a36847f8005a53,Directing,Director
153,False,1,1769,Directing,Sofia Coppola,Sofia Coppola,4.315,/dzHC2LxmarkBxWLhjp2DRa5oCev.jpg,52fe421fc3a36847f8005b31,Directing,Director
155,False,2,525,Directing,Christopher Nolan,Christopher Nolan,20.91,/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,5e83ac8b6e3b68001464b691,Directing,Director
156,False,1,1176,Directing,Lone Scherfig,Lone Scherfig,1.696,/oYkh2tQyqQaZQl1cOZFdEo3ikEN.jpg,52fe4220c3a36847f8005ddf,Directing,Director
158,False,2,1843,Directing,Thomas Jahn,Thomas Jahn,1.138,,52fe4220c3a36847f8005f33,Directing,Director
159,False,2,1869,Directing,Sönke Wortmann,Sönke Wortmann,0.997,/hFQeziBgFDu5YsLb5ofqTErq0J9.jpg,52fe4220c3a36847f8006033,Directing,Director
160,False,2,1868,Directing,Louis Lumière,Louis Lumière,0.6,/dpPuHlH1Kf0tVvnUFbwVIO1675u.jpg,54d0fb38c3a3680f37001adf,Directing,Director
161,False,2,1884,Directing,Steven Soderbergh,Steven Soderbergh,4.689,/872DPaUxTlAOhxBb70h3vaWhMvz.jpg,52fe4220c3a36847f800612d,Directing,Director
162,False,2,510,Directing,Tim Burton,Tim Burton,15.15,/oWZDgLRr4zgRiJEsOAtgntPd5bI.jpg,52fe4220c3a36847f80061e3,Directing,Director
163,False,2,1884,Directing,Steven Soderbergh,Steven Soderbergh,4.689,/872DPaUxTlAOhxBb70h3vaWhMvz.jpg,52fe4221c3a36847f80062ad,Directing,Director
165,False,2,24,Directing,Robert Zemeckis,Robert Zemeckis,14.627,/lPYDQ5LYNJ12rJZENtyASmVZ1Ql.jpg,52fe4221c3a36847f8006443,Directing,Director
166,False,2,1961,Directing,Claude Pinoteau,Claude Pinoteau,1.294,/8ZKN7aLjMZf2cr0BxlDDPiKipAO.jpg,52fe4221c3a36847f8006527,Directing,Director
167,False,2,1978,Directing,Iain Softley,Iain Softley,1.811,/p2D9UrLOGOFoiOC5pmmsEUqLOEr.jpg,52fe4221c3a36847f80065cb,Directing,Director
169,False,2,2042,Directing,Stephen Hopkins,Stephen Hopkins,5.319,/9xjYIKLW7Ylse206sMmiDDdUz66.jpg,52fe4222c3a36847f8006753,Directing,Director
170,False,2,2034,Directing,Danny Boyle,Danny Boyle,6.738,/1swpLgXTT88tjlaswAfaGrHmAhi.jpg,52fe4222c3a36847f8006815,Directing,Director
171,False,2,1961,Directing,Claude Pinoteau,Claude Pinoteau,1.294,/8ZKN7aLjMZf2cr0BxlDDPiKipAO.jpg,52fe4222c3a36847f80068c3,Directing,Director
173,False,2,2087,Directing,Richard Fleischer,Richard Fleischer,3.606,/vAPv1aa28u12zcq8YMvuwZu1hhC.jpg,52fe4222c3a36847f80069fb,Directing,Director
175,False,2,59,Directing,Luc Besson,Luc Besson,14.371,/dXJdczT1NcvcZtnoWVGT0NmG11v.jpg,52fe4222c3a36847f8006b95,Directing,Director
177,False,2,280,Directing,Terry Gilliam,Terry Gilliam,12.027,/kODccJVnrt4ioPbJVEnkkKPHbG7.jpg,52fe4223c3a36847f8006d15,Directing,Director
178,False,2,2042,Directing,Stephen Hopkins,Stephen Hopkins,5.319,/9xjYIKLW7Ylse206sMmiDDdUz66.jpg,52fe4223c3a36847f8006ddd,Directing,Director
179,False,2,2226,Directing,Sydney Pollack,Sydney Pollack,5.305,/j3iXrQDiceGrAzEF6HE49zA7Wwj.jpg,52fe4223c3a36847f8006e69,Directing,Director
180,False,2,488,Directing,Steven Spielberg,Steven Spielberg,37.943,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,52fe4223c3a36847f8006f3d,Directing,Director
182,False,2,1884,Directing,Steven Soderbergh,Steven Soderbergh,4.689,/872DPaUxTlAOhxBb70h3vaWhMvz.jpg,52fe4223c3a36847f8007001,Directing,Director
183,False,2,1213162,Directing,Todd Holland,Todd Holland,1.752,/2BadWgY9hzJKpiRG63fo6NuE2Xw.jpg,5458becd0e0a261158001b48,Directing,Director
184,False,2,138,Directing,Quentin Tarantino,Quentin Tarantino,20.868,/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,5e840e5098f1f10016a80021,Directing,Director
185,False,2,240,Directing,Stanley Kubrick,Stanley Kubrick,16.201,/yFT0VyIelI9aegZrsAwOG5iVP4v.jpg,52fe4224c3a36847f80071db,Directing,Director
186,False,2,2291,Directing,Paul McGuigan,Paul McGuigan,2.554,/8mvSSW9LWnORFvClg4sdHfM1zZJ.jpg,52fe4224c3a36847f80072b1,Directing,Director
187,False,2,2294,Directing,Robert Rodriguez,Robert Rodriguez,11.56,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,52fe4224c3a36847f8007375,Directing,Director
187,False,2,138,Directing,Quentin Tarantino,Quentin Tarantino,20.868,/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,62a9bcbd22af3e5213d9e4e7,Directing,Director
189,False,2,2294,Directing,Robert Rodriguez,Robert Rodriguez,11.56,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,52fe4224c3a36847f800743f,Directing,Director
190,False,0,2300,Directing,Timo Mugele,Timo Mugele,0.6,,52fe4224c3a36847f800749d,Directing,Director
190,False,2,2301,Directing,Marcus Niehaves,Marcus Niehaves,0.6,,52fe4224c3a36847f80074a3,Directing,Director
191,False,2,2332,Directing,Christian Petzold,Christian Petzold,0.725,/yRAYz7hLfcKYvdr2L5E4WcWBrOy.jpg,52fe4224c3a36847f80074f1,Directing,Director
192,False,2,2352,Directing,Jean-Jacques Annaud,Jean-Jacques Annaud,2.983,/dSVa9BbqtcJmH8YJmVtna0ciBim.jpg,52fe4224c3a36847f80075e5,Directing,Director
193,False,2,2380,Directing,David Carson,David Carson,0.972,,52fe4225c3a36847f80076c3,Directing,Director
194,False,2,2419,Directing,Jean-Pierre Jeunet,Jean-Pierre Jeunet,2.7,/u3QmPbF9gdTTLsAHS97ic93gg6S.jpg,52fe4225c3a36847f8007801,Directing,Director
195,False,2,2428,Directing,Ernst Lubitsch,Ernst Lubitsch,1.935,/tAsEhwiu3oqDgzCZSYN2xu0dEdD.jpg,52fe4225c3a36847f8007825,Directing,Director
196,False,2,24,Directing,Robert Zemeckis,Robert Zemeckis,14.627,/lPYDQ5LYNJ12rJZENtyASmVZ1Ql.jpg,52fe4225c3a36847f80078b1,Directing,Director
198,False,2,2428,Directing,Ernst Lubitsch,Ernst Lubitsch,1.935,/tAsEhwiu3oqDgzCZSYN2xu0dEdD.jpg,52fe4225c3a36847f8007ab5,Directing,Director
203,False,2,1032,Directing,Martin Scorsese,Martin Scorsese,14.303,/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg,52fe4226c3a36847f8007da3,Directing,Director
205,False,2,2589,Directing,Terry George,Terry George,2.574,/7bQWwSTLYcHACu3UDAhlBZWTg82.jpg,52fe4226c3a36847f8007ed9,Directing,Director
206,False,2,2631,Directing,Mario Andreacchio,Mario Andreacchio,1.094,,52fe4227c3a36847f8007f97,Directing,Director
207,False,2,2690,Directing,Peter Weir,Peter Weir,4.866,/4GxIZX5gtbMpW4ZgHwvGmLSIHOE.jpg,52fe4227c3a36847f8007fe1,Directing,Director
211,False,2,10230,Directing,Hannes Stöhr,Hannes Stöhr,1.4,,52fe4227c3a36847f800807b,Directing,Director
212,False,2,2662,Directing,Frank Capra,Frank Capra,4.054,/ekvnffPsTGHyukMHpxprNxRt3g5.jpg,52fe4227c3a36847f8008103,Directing,Director
213,False,2,2636,Directing,Alfred Hitchcock,Alfred Hitchcock,21.166,/108fiNM6poRieMg7RIqLJRxdAwG.jpg,52fe4227c3a36847f80081c1,Directing,Director
214,False,2,2675,Directing,Darren Lynn Bousman,Darren Lynn Bousman,3.576,/7cphExMhm74Y5ELqKCq4lR3fGn8.jpg,52fe4227c3a36847f800828d,Directing,Director
215,False,2,2675,Directing,Darren Lynn Bousman,Darren Lynn Bousman,3.576,/7cphExMhm74Y5ELqKCq4lR3fGn8.jpg,52fe4227c3a36847f8008315,Directing,Director
216,False,2,2725,Directing,Rainer Werner Fassbinder,Rainer Werner Fassbinder,4.074,/xll1qAg0TOzcuNlfZWEEKB1JxqR.jpg,52fe4227c3a36847f80083cf,Directing,Director
217,False,2,488,Directing,Steven Spielberg,Steven Spielberg,37.943,/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg,52fe4227c3a36847f800846d,Directing,Director
